record_id,report_date,season,crop,state,district,weather,temperature,rainfall,crop_stage,recommendation,keywords,source_document,chunk_id,page
310,,,Soybean,Madhya Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
311,,,Soybean,Andhra Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
312,,,Soybean,Karnataka,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
313,,,Soybean,Tamil Nadu,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
314,,,Soybean,Uttar Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
315,,,Soybean,Gujarat,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
316,,,Soybean,Chhattisgarh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
317,,,Soybean,Telangana,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
318,,,Soybean,Bihar,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
319,,,Soybean,Rajasthan,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
320,,,Soybean,Odisha,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
321,,,Soybean,Haryana,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
322,,,Soybean,Uttarakhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
323,,,Soybean,Himachal Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
324,,,Soybean,Jharkhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
330,,,Sunflower,Uttar Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
334,,,Sunflower,Bihar,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
335,,,Sunflower,Rajasthan,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
337,,,Sunflower,Haryana,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
338,,,Sunflower,Uttarakhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
339,,,Sunflower,Himachal Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
340,,,Sunflower,Jharkhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
346,,,Maize,Uttar Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
350,,,Maize,Bihar,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
353,,,Maize,Haryana,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
354,,,Maize,Uttarakhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
355,,,Maize,Himachal Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
356,,,Maize,Jharkhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
371,,,Bajra,Himachal Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
378,,,Groundnut,Uttar Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
382,,,Groundnut,Bihar,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
383,,,Groundnut,Rajasthan,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
385,,,Groundnut,Haryana,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
386,,,Groundnut,Uttarakhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
387,,,Groundnut,Himachal Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
388,,,Groundnut,Jharkhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
389,,,Ragi,Maharashtra,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
390,,,Ragi,Madhya Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
391,,,Ragi,Andhra Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
392,,,Ragi,Karnataka,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
393,,,Ragi,Tamil Nadu,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
394,,,Ragi,Uttar Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
395,,,Ragi,Gujarat,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
396,,,Ragi,Chhattisgarh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
397,,,Ragi,Telangana,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
398,,,Ragi,Bihar,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
399,,,Ragi,Rajasthan,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
400,,,Ragi,Odisha,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
401,,,Ragi,Haryana,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
402,,,Ragi,Uttarakhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
403,,,Ragi,Himachal Pradesh,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
404,,,Ragi,Jharkhand,,,,,,No Advisory,"has harvested, pradesh, etc has, harvested, tamil nadu, karnataka maharashtra, madhya pradesh, andhra pradesh, has, telangana uttar",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00011,10
405,,,Cotton,Madhya Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
406,,,Cotton,Andhra Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
407,,,Cotton,Maharashtra,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
408,,,Cotton,Rajasthan,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
409,,,Cotton,Chhattisgarh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
410,,,Cotton,Karnataka,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
411,,,Cotton,Gujarat,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
412,,,Cotton,Uttar Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
413,,,Cotton,Tamil Nadu,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
414,,,Cotton,Telangana,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
415,,,Cotton,Punjab,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
416,,,Cotton,Haryana,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
417,,,Cotton,Uttarakhand,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
418,,,Cotton,Odisha,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
419,,,Cotton,Jharkhand,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
420,,,Cotton,Bihar,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
421,,,Cotton,West Bengal,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
422,,,Sugarcane,Madhya Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
423,,,Sugarcane,Andhra Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
424,,,Sugarcane,Maharashtra,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
425,,,Sugarcane,Rajasthan,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
426,,,Sugarcane,Chhattisgarh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
427,,,Sugarcane,Karnataka,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
428,,,Sugarcane,Gujarat,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
429,,,Sugarcane,Uttar Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
430,,,Sugarcane,Tamil Nadu,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
431,,,Sugarcane,Telangana,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
432,,,Sugarcane,Punjab,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
433,,,Sugarcane,Haryana,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
434,,,Sugarcane,Uttarakhand,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
435,,,Sugarcane,Odisha,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
436,,,Sugarcane,Jharkhand,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
437,,,Sugarcane,Bihar,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
438,,,Sugarcane,West Bengal,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
449,,,Soybean,Punjab,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
455,,,Soybean,West Bengal,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
466,,,Sunflower,Punjab,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
473,,,Castor,Madhya Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
474,,,Castor,Andhra Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
475,,,Castor,Maharashtra,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
476,,,Castor,Rajasthan,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
477,,,Castor,Chhattisgarh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
478,,,Castor,Karnataka,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
479,,,Castor,Gujarat,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
480,,,Castor,Uttar Pradesh,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
481,,,Castor,Tamil Nadu,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
482,,,Castor,Telangana,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
483,,,Castor,Punjab,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
484,,,Castor,Haryana,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
485,,,Castor,Uttarakhand,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
486,,,Castor,Odisha,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
487,,,Castor,Jharkhand,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
488,,,Castor,Bihar,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
489,,,Castor,West Bengal,,,,,,No Advisory,"harvested, pradesh, has, madhya pradesh, has harvested, has completed, harvesting, etc has, cotton, andhra pradesh",01-12-2025_Minutes of the meeting of CWWG as on 01.12.2025.pdf,CWWG_00012,10
490,02.06.2025,Rabi,Rice,,,,,,,"monitoring wells show water levels between 0-5 m, while 29.","lakh quintals, groundwater, fertilizers, fertilizer, storage, disease, whole, water, seeds, crops",02-06-2025_Minutes of the meeting of CWWG as on 02.06.2025.pdf,CWWG_00001,1
505,May,Rabi,Onion,Maharashtra,District officers,,,,,No Advisory,"area, area sown, onion, rabi, tomato, potato, crop, producing states, major producing, horticulture",02-06-2025_Minutes of the meeting of CWWG as on 02.06.2025.pdf,CWWG_00006,8
506,May,Rabi,Onion,West Bengal,District officers,,,,,No Advisory,"area, area sown, onion, rabi, tomato, potato, crop, producing states, major producing, horticulture",02-06-2025_Minutes of the meeting of CWWG as on 02.06.2025.pdf,CWWG_00006,8
